summary,category,found_at,confidence,article_sentence,human_approved,planning,amount,amount_normalized,assets,assets_tags,award,contact,division,effective_date,event,financing_type,financing_type_normalized,financing_type_tags,headcount,job_title,job_title_tags,location,location_data,product,product_data,product_tags,recognition,vulnerability,id,company_id,source_id,year_month
"amazon.com, inc. launched service to streamline application server migration on apr 8th '21.",launches,08/04/21 11:00,0.932,aws this week announced a new service to streamline application server migration to the cloud.,FALSE,FALSE,none,,none,[],none,none,none,08/04/21 0:00,none,none,none,[],,none,"[""information_technology"", ""support""]",none,[],service to streamline application server migration,"{""full_text"": ""service to streamline application server migration"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}","[""mobile"", ""online_technology""]",none,none,5216e73b-5e1e-4ae8-916f-7fd39e1c4387,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,7f062114-8132-42e7-890d-8134cb0c03c1,2021-04
"jeff bezos left amazon.com, inc. as ceo on jul 20th '15.",leaves,19/07/15 20:00,0.8064,"with jeff bezos stepping down as ceo of amazon.com, let’s reflect on the company’s performance under his management.",FALSE,FALSE,none,,none,[],none,jeff bezos,none,20/07/15 0:00,none,none,none,[],,ceo,"[""directors""]",none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,52174589-b34d-4122-b0b3-d99903d731ce,none,ce105128-8dc7-4e35-80bb-c3a3069b4269,2015-07
"amazon.com, inc. launched feature store on nov 11th '20.",launches,08/12/20 12:54,1,"amazon also unveiled the feature store, which allows customers to create repositories that make it easier to store, update, retrieve and share machine learning features for training and inference.",FALSE,FALSE,none,,none,"[""retail""]",none,none,none,11/11/20 0:00,none,none,none,[],,none,[],none,[],feature store,"{""full_text"": ""feature store"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,5221b8c6-0323-40cb-8fa6-707386072fed,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,418e97d1-1620-44bc-836d-e7f529972103,2020-12
"humaniti partners with amazon.com, inc..",partners_with,18/09/19 5:00,0.6334,"humaniti has partnered with data and analytics provider illion (formerly dun and bradstreet), property information group core logic, amazon web services and security specialists a1 technologies.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,5224a8a1-14bb-4d92-9b47-dcb0a28c2c04,49c89170-cc4a-5d42-b0a0-4e47c288a215,74d45338-4d7f-4c2c-bb95-c32bae3de557,2019-09
"evgo services llc. integrated with amazon.com, inc. on dec 26th '22.",integrates_with,26/01/23 11:52,0.3358,"last year, evgo launched a new ev charger navigation experience with amazon's cloud-based voice service alexa.",TRUE,FALSE,none,,none,[],none,none,none,26/12/22 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,522682e9-87fe-4b42-bd89-b2b8e9584f62,4395b2bc-d63a-524b-b460-be091b8cbd94,510d3c16-eb04-41b1-9eaa-4c362999e37a,2023-01
"amazon.com, inc. has issues with negative asins in auto campaigns.",has_issues_with,24/06/20 20:31,0.7858,"however, ad badger has caught wind of a theory that leads straight back to the mothership, amazon, concerning negative asins in auto campaigns.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,negative asins in auto campaigns,52276de0-c198-4d86-b605-db062aaa575d,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,1e5c3898-2f4d-44f3-b9b0-b628c8ab6d86,2020-06
"amazon.com, inc. acquires spaces.",acquires,15/06/17 10:16,0.3225,"amazon is reportedly interested in acquiring slack technologies, which makes collaboration and chat tools for businesses.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,522c0fcd-8519-4126-8860-5baa8185b944,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,25e7aef5-a66c-40f5-b783-cb23da78c163,2017-06
"amazon.com, inc. identified as competitor of sap on may 9th '19.",identified_as_competitor_of,18/03/19 16:39,0.4758,"amazon.com rolled out a new service that lets business customers analyze large amounts of data, putting it into the business intelligence market where it will compete with sap and microsoft, as well as younger firms such ... samsung and blackberry have splashed frigid water on a report that samsung wants to make a $7.5 billion takeover offer for the struggling canadian device maker.",FALSE,FALSE,none,,none,[],none,none,none,09/05/19 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,522dda9c-937e-484a-b6d8-82fa0d6c8b56,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,0da4b4c9-f403-400c-b804-52e41d881398,2019-03
"amazon.com, inc. increases headcount by 2500.",increases_headcount_by,17/09/23 10:00,0.3593,"wichita, kan. (ksnw) - amazon is hiring 2,500 people in kansas and 700 in the wichita area.",TRUE,FALSE,none,,none,[],none,none,none,,none,none,none,[],2500,none,[],"wichita, kansas, united states","[{""city"": ""wichita"", ""continent"": null, ""country"": ""united states"", ""fuzzy_match"": false, ""region"": null, ""state"": ""kansas"", ""zip_code"": null}]",none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,522e5884-0b3c-4fc0-b097-ac34b6c2e9b2,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,a65b8d9f-25dd-4383-8950-eca95b186dce,2023-09
"amazon.com, inc. launched amazon credit builder on jun 12th '19.",launches,10/06/19 17:59,0.7803,"this week, amazon announced amazon credit builder, a special credit card for us customers who need to build (or rebuild) their credit history.",FALSE,FALSE,none,,none,[],none,none,none,12/06/19 0:00,none,none,none,[],,none,"[""finance""]",us,[],amazon credit builder,"{""full_text"": ""amazon credit builder"", ""fuzzy_match"": false, ""name"": ""amazon credit builder"", ""release_type"": null, ""release_version"": null}",[],none,none,5231a2c5-43bc-4b77-a210-c9eea4fae6be,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,e7ba82ed-0569-4c22-a087-bc43cc49f7bc,2019-06
"amazon.com, inc. launched tiktok-like shopping experience on platform on dec 1st '22.",launches,08/12/22 11:50,1,"in december 2022, amazon announced that the firm is planning to roll out a tiktok-like shopping experience on its platform.",FALSE,FALSE,none,,none,[],none,none,none,01/12/22 0:00,none,none,none,[],,none,[],none,[],tiktok-like shopping experience on platform,"{""full_text"": ""tiktok-like shopping experience on platform"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}","[""mobile"", ""online_technology""]",none,none,5233ac71-f57a-48eb-b07f-87164b99bcab,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,7cf125fb-0a74-423b-b107-257902afb25b,2022-12
"amazon.com, inc. launched improved support for using fido2 security keys as a multi-factor authentication device to log on to the amazon web services console on jun 12th '23.",launches,11/07/23 22:00,0.8055,amazon has announced improved support for using fido2 security keys as a multi-factor authentication (mfa) device to log on to the amazon web services (aws) console.,FALSE,FALSE,none,,none,[],none,none,none,12/06/23 0:00,none,none,none,[],,none,"[""information_technology"", ""support""]",none,[],improved support for using fido2 security keys as a multi-factor authentication device to log on to the amazon web services console,"{""full_text"": ""improved support for using fido2 security keys as a multi-factor authentication device to log on to the amazon web services console"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}","[""online_technology"", ""security""]",none,none,523a80ab-5290-4bb8-a851-a20f5f1727f0,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,0ea2b40b-342b-4142-b23c-fa0103ea6321,2023-07
"amazon.com, inc. launches contact and agent metrics in the api.",launches,04/10/23 22:00,0.6558,amazon connect launches new contact and agent metrics in the api.,FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],contact and agent metrics in the api,"{""full_text"": ""contact and agent metrics in the api"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}","[""online_technology""]",none,none,5241348b-7330-40d7-ac07-14abcddb9844,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,873e3736-5178-4ba2-a2e0-64817668236c,2023-10
"amazon.com, inc. launches dsp in june 2018.",launches,09/05/19 13:41,0.8457,"amazon had launched dsp in june 2018, describing the annual profit potential as between $75,000 and $300,000.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],dsp in june 2018,"{""full_text"": ""dsp in june 2018"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,52419f9a-9124-4dbc-aebd-30349940f6fc,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,e3470c39-78fa-4311-9143-eee4a43ac1ab,2019-05
"josh.ai identified as competitor of amazon.com, inc..",identified_as_competitor_of,07/07/17 15:45,1,"jstar, maker of smart assistant josh.ai, has raised $8 million to create hardware for large homes to compete with google home, amazon echo, and other devices with intelligent assistants inside.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,5241e08f-d107-4a7b-ac4d-edf5a8aadef2,f3ca78d6-56d7-5f8b-ba49-cb3af72c661c,8761e21a-7d3c-4036-8be7-7f703c1e2b5a,2017-07
"wellaware partners with amazon.com, inc..",partners_with,27/11/17 23:00,0.5319,"las vegas – nov. 27, 2017 – wellaware, the oil and gas industry’s only full-stack iot (internet of things) solution for oilfield monitoring and optimization, today announced a collaboration with amazon web services, inc. (aws) at aws re:invent 2017 in las vegas.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,5250453d-de39-4ebd-899e-6a403d386de7,9a7e6f94-d0d2-52ea-a2ec-d3d950ff177c,9f5b007f-37db-4f4e-8911-f417fccc195c,2017-11
"amazon.com, inc. launched snow appliances on nov 1st '14.",launches,16/02/20 23:00,0.4314,aws originally rolled out snow appliances to provide an easier way to upload massive amounts of the data to a public cloud.,FALSE,FALSE,none,,none,[],none,none,none,01/11/14 0:00,none,none,none,[],,none,[],none,[],snow appliances,"{""full_text"": ""snow appliances"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,525601a7-7bf0-4327-8aeb-c1ba49d6953d,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,5c1ee244-d2a9-400c-90df-c81fa4c19909,2020-02
"amazon.com, inc. launched feature that allows users to make audio and video calls on echo devices on dec 18th '20.",launches,18/12/20 14:28,0.8313,"as the year 2020 is coming to an end, amazon has launched a new feature that allows users to make audio and video calls on echo devices.",FALSE,FALSE,none,,none,[],none,none,none,18/12/20 0:00,none,none,none,[],,none,[],none,[],feature that allows users to make audio and video calls on echo devices,"{""full_text"": ""feature that allows users to make audio and video calls on echo devices"", ""fuzzy_match"": true, ""name"": null, ""release_type"": ""feature"", ""release_version"": null}","[""audio"", ""video""]",none,none,525d3fd1-90ae-460b-809f-1336037462b1,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,c958162f-2d56-4551-8ba9-ecac4c8e76a9,2020-12
"amazon.com, inc. launches siac claim.",launches,12/10/20 18:56,0.7241,amazon has launched a siac claim against an indian conglomerate to block the us$3.4 billion sale of its retail business to reliance industries.,FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],siac claim,"{""full_text"": ""siac claim"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,52601fb5-9325-492f-8336-e03109144c7a,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,5c6fba68-f8dd-4b75-b731-1f41b8f75a48,2020-10
"amazon.com, inc. launched amazon future engineer scholarship program on jan 1st '19.",launches,19/12/22 21:21,0.8558,"amazon launched the amazon future engineer scholarship program in 2019, awarding hundreds of students annually with $40,000 over four years to pursue an undergraduate degree in computer science and paid internship offers at amazon.",FALSE,FALSE,none,,none,[],none,none,none,01/01/19 0:00,none,none,none,[],,none,"[""engineering""]",none,[],amazon future engineer scholarship program,"{""full_text"": ""amazon future engineer scholarship program"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,526140eb-502b-4131-9626-1f1a45a01aad,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,1f1beb40-e9b5-4c0b-b83a-539736a0e5b3,2022-12
"pricerunner international ab identified as competitor of amazon.com, inc..",identified_as_competitor_of,10/10/23 18:00,0.0079,"pricerunner competes with the likes of amazon, google's shopping comparison service google shopping, and french-founded firm kelkoo.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,5261e9ca-1326-487c-ab49-4625c5918f4c,a95feb7a-7b7c-5b76-99b2-642d21a79d9f,3d157578-d702-4ea0-9c67-9ef5fcd927f2,2023-10
"amazon.com, inc. launched three new channels on luna on apr 28th '22.",launches,01/03/22 11:55,0.9948,"in addition to the nationwide launch, amazon also announced three new channels on luna.",FALSE,FALSE,none,,none,[],none,none,none,28/04/22 0:00,none,none,none,[],,none,[],none,[],three new channels on luna,"{""full_text"": ""three new channels on luna"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,52695581-6e19-4cb5-ac9e-1e9615e55d1e,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,58f87cdb-ff88-4009-8b49-681569f7e2de,2022-03
"amazon.com, inc. invested into assets: 350-foot helix-shaped office tower in the amount of $2.5b on feb 2nd '21.",invests_into_assets,04/02/21 20:03,0.7885,"when amazon rolled out the designs tuesday for its $2.5 billion headquarters project, which featured a 350-foot helix-shaped office tower that can be climbed from the outside like a mountain hike, people reacted.",FALSE,FALSE,$2.5 billion,2500000000,350-foot helix-shaped office tower,"[""office""]",none,none,none,02/02/21 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,526f727a-bdcc-4c62-a8f2-b444b195043a,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,6505c5ea-b2ed-47c2-adf3-f472686db7fc,2021-02
"hanseatic mngmt serv invests into amazon.com, inc..",invests_into,16/10/19 18:26,0.4922,"hanseatic mngmt ser has invested 4.06% in amazon.com, inc. (nasdaq:amzn).",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,52761cbf-8825-465a-9855-274c666cd612,40e3f950-ba0d-5217-a114-10d770acd95e,70040d5d-2ebc-4ed6-9da7-145afbc8dbd4,2019-10
"amazon.com, inc. launches the aeronauts.",launches,01/08/19 12:19,0.4496,"last week, amazon announced that ‘the aeronauts’ was being pushed from its original october release date into december, in order to better register with votes this awards season.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],the aeronauts,"{""full_text"": ""the aeronauts"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,527d8737-28ac-4453-84df-d60fda822687,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,fa46b242-5c54-49b0-a195-cbfe41ba70a2,2019-08
"amazon.com, inc. invested into assets: data centers in the amount of $7.8b in ohio, united states on jul 3rd '23.",invests_into_assets,24/06/23 22:00,0.7434,amazon web services investing $7.8 billion in new data centers,FALSE,FALSE,$7.8 billion,7800000000,data centers,[],none,none,none,03/07/23 0:00,none,none,none,[],,none,[],"ohio, united states","[{""city"": null, ""continent"": null, ""country"": ""united states"", ""fuzzy_match"": false, ""region"": null, ""state"": ""ohio"", ""zip_code"": null}]",none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,5284b268-5594-4d5d-919a-8a621196a09d,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,ad45ef12-1579-42ac-a569-9b81ce7d83cf,2023-06
"polaric by sproutward integrated with amazon.com, inc. on aug 22nd '22.",integrates_with,21/08/22 22:00,0.4773,"polaric now integrates with amazon ads, so you’ll be able to easily view all your amazon sales data right within polaric’s dashboards.",FALSE,FALSE,none,,none,[],none,none,none,22/08/22 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,5288029d-7d23-4179-b40f-f42d49970416,80864012-09f6-54e3-8237-2c5094800142,819347c0-db55-4fb2-bda0-5ab453414881,2022-08
"amazon.com, inc. is developing amazon storage and replenishment.",is_developing,02/12/19 7:00,0.6561,"for this, amazon has tested a new inventory storage service called amazon storage and replenishment to help meet holiday demand and its next-day shipping pledge.",FALSE,FALSE,none,,none,"[""distribution""]",none,none,none,,none,none,none,[],,none,[],none,[],amazon storage and replenishment,"{""full_text"": ""amazon storage and replenishment"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,528acb17-0319-4d9e-9746-62dc3891ba7f,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,54f0e449-5619-46e0-8e98-dc3786994fd2,2019-12
"amazon.com, inc. launched echo look alexa-enabled smart speaker for fashion advice on apr 1st '17.",launches,26/09/19 5:47,0.6516,amazon quietly introduced the echo look alexa-enabled smart speaker for fashion advice in april 2017.,FALSE,FALSE,none,,none,[],none,none,none,01/04/17 0:00,none,none,none,[],,none,"[""general_technology"", ""support""]",none,[],echo look alexa-enabled smart speaker for fashion advice,"{""full_text"": ""echo look alexa-enabled smart speaker for fashion advice"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}","[""video"", ""general_technology""]",none,none,528be1d6-e207-489c-abe3-fd52dffb8488,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,e585d7cf-6bc9-45da-a035-d4ddad3774e0,2019-09
"amazon.com, inc. opens new location in spanish fort, alabama, united states.",opens_new_location,25/12/20 3:30,0.7907,"an amazon distribution center that will employee about 115 people is planned to open in 2022 in spanish fort, city officials said monday.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],"spanish fort, alabama, united states","[{""city"": ""spanish fort"", ""continent"": null, ""country"": ""united states"", ""fuzzy_match"": false, ""region"": null, ""state"": ""alabama"", ""zip_code"": null}]",none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,528fb837-3226-4111-8975-f34a8498fd27,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,7225fcda-bbff-4e4c-aa2f-389870ff92ef,2020-12
"amazon.com, inc. launched first movers coalition on nov 14th '21.",launches,14/12/21 10:38,0.8101,"amazon also recently helped launch the first movers coalition, which will invest in sustainable innovations in aviation, ocean shipping, and trucking to reduce emissions.",FALSE,FALSE,none,,none,[],none,none,none,14/11/21 0:00,none,none,none,[],,none,[],none,[],first movers coalition,"{""full_text"": ""first movers coalition"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,5290b1c7-55f7-4120-835f-0a57f2da8a6a,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,7969f093-c2a7-4694-8168-abe8c3a02c40,2021-12
"amazon.com, inc. expands facilities to india.",expands_facilities,09/05/19 3:02,0.8633,amazon is setting up a facility in haryana to offer text and voice-based consumer support in vernacular languages.,FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],india,"[{""city"": null, ""continent"": null, ""country"": ""india"", ""fuzzy_match"": false, ""region"": null, ""state"": null, ""zip_code"": null}]",none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,5291f709-fc6b-4b30-a3e9-393d58828549,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,77158b38-06e8-4eca-a5c4-4e51ebd5fb04,2019-05
navy federal has issues with engineering and information security principles and practices.,has_issues_with,01/01/25 5:55,0,"ensure the security and integrity of system and product solutions including compliance with navy federal, industry engineering and information security principles and practices",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,engineering and information security principles and practices,529306dd-d314-4df0-a5d5-59f6a72e614f,c9ba9bfd-c9eb-5f89-8e45-66d47f8743fb,dd6f2c1f-6045-4f09-9d9a-bb7956ee8a2b,2025-01
"amazon.com, inc. launches aws asia pacific in malaysia.",launches,22/08/24 8:08,0.937,amazon launches aws asia pacific in malaysia as part of us$6.2bn investment.,TRUE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],aws asia pacific in malaysia,"{""full_text"": ""aws asia pacific in malaysia"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,5293dbb5-b105-43d7-83f4-caaad18c0c0d,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,b26ffe0e-a2d3-43d5-9086-80445a27a219,2024-08
"amazon.com, inc. launched production-ready versions of kubernetes-based container management systems on jun 12th '22.",launches,12/07/22 0:00,0.8543,amazon web services (aws) and google both recently rolled out production-ready versions of their kubernetes-based container management systems that support those deployments in on-premises bare metal environments.,FALSE,FALSE,none,,none,"[""production"", ""distribution""]",none,none,none,12/06/22 0:00,none,none,none,[],,none,"[""engineering"", ""information_technology"", ""management""]",none,[],production-ready versions of kubernetes-based container management systems,"{""full_text"": ""production-ready versions of kubernetes-based container management systems"", ""fuzzy_match"": true, ""name"": null, ""release_type"": ""versions"", ""release_version"": null}",[],none,none,5295c7f1-1c5a-4be9-9677-1cad4b017f73,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,326684f8-92dc-4c2f-8188-86fca10fb858,2022-07
"amazon.com, inc. launches the celebrity store.",launches,15/10/20 15:40,0.7847,"amazon launched ""the celebrity store"" in 2018, featuring products endorsed by the likes of serena williams and lady gaga, and started buying ads during the super bowl in 2016.",FALSE,FALSE,none,,none,"[""retail""]",none,none,none,,none,none,none,[],,none,[],none,[],the celebrity store,"{""full_text"": ""the celebrity store"", ""fuzzy_match"": false, ""name"": ""the celebrity store"", ""release_type"": null, ""release_version"": null}",[],none,none,52977c70-73a7-4aff-b6c2-3c55efddacf9,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,eded1fb7-3b81-4fbb-be1f-d466ccb99ac7,2020-10
"telos global partnered with amazon.com, inc. on jan 1st '16.",partners_with,26/09/19 11:17,0.7191,"2016 – telos corporation partnered with amazon web services to address cloud compliance automation requirements and simplified compliance management processes for complex environments (on-premises, cloud, and hybrid).",FALSE,FALSE,none,,none,[],none,none,none,01/01/16 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,52990b55-fcfa-4082-8e44-4a9b2edec5f1,632674b0-c65a-5da4-8ce2-2d789cc12e40,d3e409dd-b9ba-4737-b4af-4f659d8cc786,2019-09
"amazon.com, inc. launches ai video creator.",launches,11/06/25 20:00,0.9407,amazon has released an ai video creator that makes it easy for u.s. sellers to advertise products.,TRUE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],united states,"[{""city"": null, ""continent"": null, ""country"": ""united states"", ""fuzzy_match"": false, ""region"": null, ""state"": null, ""zip_code"": null}]",ai video creator,"{""full_text"": ""ai video creator"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}","[""video"", ""future_tech""]",none,none,52991a19-c633-4aae-b73b-ad8c229f3dcb,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,609c2e8f-ca4a-4bd9-ab7c-dcca21b86154,2025-06
"amazon.com, inc. has issues with selling merchandise offline.",has_issues_with,29/07/17 19:13,0.7347,online behemoth amazon is continuing to experiment with selling merchandise offline.,FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,selling merchandise offline,5299e609-3adb-4656-9007-178c7eb8c747,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,87b5692f-9693-4563-b344-55d571a0ad1e,2017-07
"amazon.com, inc. integrates with supersync.",integrates_with,15/05/23 22:00,0.3991,how does amazon integrate with netsuite?,FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,52a0758d-bb37-4866-b0ef-2284f527504a,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,c9231d51-db7f-461d-8b56-420053639806,2023-05
prosiebensat.1 group hired antonella mei-pochtler on apr 13th '20.,hires,07/04/20 8:16,0.7849,"german broadcaster prosiebensat.1 said that it has appointed antonella mei-pochtler as a new member of the supervisory board, effective from 13 april.",FALSE,FALSE,none,,none,[],none,antonella mei-pochtler,none,13/04/20 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,52a292b9-a748-480e-9338-0cfe97008592,c9b91666-945e-5dde-be1e-11864db48a52,4f1fc1da-b0ba-4ba9-9ed4-4b62d8623150,2020-04
navy federal recognized as winner in us news & world report 's best loan companies ratings.,recognized_as,19/08/20 9:04,0.633,navy federal credit union has been named a winner in us news & world report 's best loan companies ratings.,FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],winner in us news & world report 's best loan companies ratings,none,52a2f510-e821-44e5-b3d0-20041c22490c,c9ba9bfd-c9eb-5f89-8e45-66d47f8743fb,ccab2f5f-b3ab-4b53-b66e-57bf5d46ddf4,2020-08
navy federal received award distinguished credit union of the year at annual conference on aug 8th '17.,receives_award,10/08/17 12:08,0.4179,"navy federal’s branch aboard marine corps logistics base, albany, georgia was named the department of the navy’s distinguished credit union of the year on tuesday during the defense credit union council’s (dcuc) annual conference in san diego.",FALSE,FALSE,none,,none,[],distinguished credit union of the year,none,none,08/08/17 0:00,annual conference,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,52a3d400-10bc-4d4d-a901-59e95c2e9712,c9ba9bfd-c9eb-5f89-8e45-66d47f8743fb,fa8062b7-5be6-4b0c-a6e6-9ce301026780,2017-08
"amazon.com, inc. launched worker safety wearable to 25+ sites on jan 22nd '18.",launches,22/01/19 11:00,0.8915,"over the course of the last year, amazon began rolling out a new worker safety wearable to 25+ sites.",FALSE,FALSE,none,,none,[],none,none,none,22/01/18 0:00,none,none,none,[],,none,"[""general_technology""]",none,[],worker safety wearable to 25+ sites,"{""full_text"": ""worker safety wearable to 25+ sites"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}","[""online_technology"", ""general_technology"", ""future_tech""]",none,none,52a441bc-2e3b-4623-819a-f02d6ff4b844,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,8bc4ca68-52ba-4fb2-8bc7-ea0d226003f9,2019-01
